"subject_id","response","image_path","scale","high_end_label"
"00gjwepau4","-110","images/D103.png","RoundedRectangular","Rounded"
"00gjwepau4","-108","images/D55.png","RoundedRectangular","Rounded"
"00gjwepau4","113","images/D34.png","RoundedRectangular","Rounded"
"00gjwepau4","-118","images/D29.png","RoundedRectangular","Rounded"
"00gjwepau4","-96","images/D46.png","RoundedRectangular","Rounded"
"00gjwepau4","-107","images/D52.png","RoundedRectangular","Rounded"
"00gjwepau4","-75","images/D76.png","RoundedRectangular","Rounded"
"00gjwepau4","-61","images/D106.png","RoundedRectangular","Rounded"
"00gjwepau4","-99","images/D17.png","RoundedRectangular","Rounded"
"00gjwepau4","46","images/D84.png","RoundedRectangular","Rounded"
"00gjwepau4","-94","images/D16.png","RoundedRectangular","Rounded"
"00gjwepau4","91","images/D111.png","RoundedRectangular","Rounded"
"00gjwepau4","-68","images/D51.png","RoundedRectangular","Rounded"
"00gjwepau4","1","images/D87.png","RoundedRectangular","Rounded"
"00gjwepau4","195","images/D48.png","RoundedRectangular","Rounded"
"00gjwepau4","-100","images/D47.png","RoundedRectangular","Rounded"
"00gjwepau4","-88","images/D104.png","RoundedRectangular","Rounded"
"00gjwepau4","54","images/D35.png","RoundedRectangular","Rounded"
"00gjwepau4","62","images/D8.png","RoundedRectangular","Rounded"
"00gjwepau4","-42","images/D11.png","RoundedRectangular","Rounded"
"00gjwepau4","84","images/D37.png","RoundedRectangular","Rounded"
"00gjwepau4","102","images/D102.png","RoundedRectangular","Rounded"
"00gjwepau4","-1","images/D19.png","RoundedRectangular","Rounded"
"00gjwepau4","-1","images/D24.png","RoundedRectangular","Rounded"
"00gjwepau4","-49","images/D85.png","RoundedRectangular","Rounded"
"00gjwepau4","-2","images/D4.png","RoundedRectangular","Rounded"
"00gjwepau4","-96","images/D77.png","RoundedRectangular","Rounded"
"00gjwepau4","-43","images/D82.png","RoundedRectangular","Rounded"
"00gjwepau4","3","images/D101.png","RoundedRectangular","Rounded"
"00gjwepau4","-64","images/D83.png","RoundedRectangular","Rounded"
"00gjwepau4","-111","images/D53.png","RoundedRectangular","Rounded"
"00gjwepau4","-200","images/D95.png","RoundedRectangular","Rounded"
"00gjwepau4","-86","images/D105.png","RoundedRectangular","Rounded"
"00gjwepau4","97","images/D22.png","RoundedRectangular","Rounded"
"00gjwepau4","-200","images/D26.png","RoundedRectangular","Rounded"
"00gjwepau4","-200","images/D96.png","RoundedRectangular","Rounded"
"00gjwepau4","42","images/D32.png","RoundedRectangular","Rounded"
"00gjwepau4","90","images/D3.png","RoundedRectangular","Rounded"
"00gjwepau4","-94","images/D20.png","RoundedRectangular","Rounded"
"00gjwepau4","-54","images/D81.png","RoundedRectangular","Rounded"
"00gjwepau4","-48","images/D56.png","RoundedRectangular","Rounded"
"00gjwepau4","-51","images/D65.png","RoundedRectangular","Rounded"
"00gjwepau4","-200","images/D96.png","BlobbyStripey","Blobby"
"00gjwepau4","112","images/D8.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D11.png","BlobbyStripey","Blobby"
"00gjwepau4","107","images/D35.png","BlobbyStripey","Blobby"
"00gjwepau4","2","images/D103.png","BlobbyStripey","Blobby"
"00gjwepau4","4","images/D81.png","BlobbyStripey","Blobby"
"00gjwepau4","-17","images/D77.png","BlobbyStripey","Blobby"
"00gjwepau4","-97","images/D106.png","BlobbyStripey","Blobby"
"00gjwepau4","100","images/D57.png","BlobbyStripey","Blobby"
"00gjwepau4","-114","images/D49.png","BlobbyStripey","Blobby"
"00gjwepau4","2","images/D92.png","BlobbyStripey","Blobby"
"00gjwepau4","2","images/D22.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D17.png","BlobbyStripey","Blobby"
"00gjwepau4","-110","images/D104.png","BlobbyStripey","Blobby"
"00gjwepau4","-102","images/D78.png","BlobbyStripey","Blobby"
"00gjwepau4","148","images/D111.png","BlobbyStripey","Blobby"
"00gjwepau4","-54","images/D68.png","BlobbyStripey","Blobby"
"00gjwepau4","110","images/D19.png","BlobbyStripey","Blobby"
"00gjwepau4","109","images/D9.png","BlobbyStripey","Blobby"
"00gjwepau4","-98","images/D16.png","BlobbyStripey","Blobby"
"00gjwepau4","-53","images/D21.png","BlobbyStripey","Blobby"
"00gjwepau4","-92","images/D18.png","BlobbyStripey","Blobby"
"00gjwepau4","-92","images/D65.png","BlobbyStripey","Blobby"
"00gjwepau4","2","images/D37.png","BlobbyStripey","Blobby"
"00gjwepau4","5","images/D74.png","BlobbyStripey","Blobby"
"00gjwepau4","-69","images/D14.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D94.png","BlobbyStripey","Blobby"
"00gjwepau4","-94","images/D80.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D25.png","BlobbyStripey","Blobby"
"00gjwepau4","-51","images/D84.png","BlobbyStripey","Blobby"
"00gjwepau4","-64","images/D64.png","BlobbyStripey","Blobby"
"00gjwepau4","-103","images/D56.png","BlobbyStripey","Blobby"
"00gjwepau4","-62","images/D47.png","BlobbyStripey","Blobby"
"00gjwepau4","-194","images/D46.png","BlobbyStripey","Blobby"
"00gjwepau4","-98","images/D51.png","BlobbyStripey","Blobby"
"00gjwepau4","106","images/D66.png","BlobbyStripey","Blobby"
"00gjwepau4","-99","images/D20.png","BlobbyStripey","Blobby"
"00gjwepau4","2","images/D24.png","BlobbyStripey","Blobby"
"00gjwepau4","-74","images/D101.png","BlobbyStripey","Blobby"
"00gjwepau4","92","images/D3.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D26.png","BlobbyStripey","Blobby"
"00gjwepau4","94","images/D4.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D1.png","BlobbyStripey","Blobby"
"00gjwepau4","1","images/D32.png","BlobbyStripey","Blobby"
"00gjwepau4","94","images/D36.png","BlobbyStripey","Blobby"
"00gjwepau4","-130","images/D79.png","BlobbyStripey","Blobby"
"00gjwepau4","-111","images/D105.png","BlobbyStripey","Blobby"
"00gjwepau4","-76","images/D53.png","BlobbyStripey","Blobby"
"00gjwepau4","4","images/D87.png","BlobbyStripey","Blobby"
"00gjwepau4","-74","images/D52.png","BlobbyStripey","Blobby"
"00gjwepau4","200","images/D48.png","BlobbyStripey","Blobby"
"00gjwepau4","74","images/D34.png","BlobbyStripey","Blobby"
"00gjwepau4","-62","images/D76.png","BlobbyStripey","Blobby"
"00gjwepau4","122","images/D29.png","BlobbyStripey","Blobby"
"00gjwepau4","-61","images/D82.png","BlobbyStripey","Blobby"
"00gjwepau4","-83","images/D55.png","BlobbyStripey","Blobby"
"00gjwepau4","-74","images/D83.png","BlobbyStripey","Blobby"
"00gjwepau4","-102","images/D6.png","BlobbyStripey","Blobby"
"00gjwepau4","-102","images/D85.png","BlobbyStripey","Blobby"
"00gjwepau4","98","images/D75.png","BlobbyStripey","Blobby"
"00gjwepau4","-200","images/D95.png","BlobbyStripey","Blobby"
"00gjwepau4","-106","images/D102.png","BlobbyStripey","Blobby"
"00gjwepau4","-108","images/D66.png","HardSoft","Soft"
"00gjwepau4","100","images/D80.png","HardSoft","Soft"
"00gjwepau4","-200","images/D74.png","HardSoft","Soft"
"00gjwepau4","-200","images/D25.png","HardSoft","Soft"
"00gjwepau4","-90","images/D64.png","HardSoft","Soft"
"00gjwepau4","-139","images/D75.png","HardSoft","Soft"
"00gjwepau4","-131","images/D1.png","HardSoft","Soft"
"00gjwepau4","3","images/D68.png","HardSoft","Soft"
"00gjwepau4","90","images/D21.png","HardSoft","Soft"
"00gjwepau4","46","images/D6.png","HardSoft","Soft"
"00gjwepau4","46","images/D79.png","HardSoft","Soft"
"00gjwepau4","46","images/D14.png","HardSoft","Soft"
"00gjwepau4","46","images/D36.png","HardSoft","Soft"
"00gjwepau4","-78","images/D18.png","HardSoft","Soft"
"00gjwepau4","-158","images/D9.png","HardSoft","Soft"
"00gjwepau4","-133","images/D92.png","HardSoft","Soft"
"00gjwepau4","-200","images/D94.png","HardSoft","Soft"
"00gjwepau4","0","images/D57.png","HardSoft","Soft"
"00gjwepau4","-72","images/D49.png","HardSoft","Soft"
"00gjwepau4","42","images/D78.png","HardSoft","Soft"
"00gjwepau4","-102","images/D103.png","HardSoft","Soft"
"00gjwepau4","30","images/D55.png","HardSoft","Soft"
"00gjwepau4","34","images/D34.png","HardSoft","Soft"
"00gjwepau4","-107","images/D29.png","HardSoft","Soft"
"00gjwepau4","92","images/D46.png","HardSoft","Soft"
"00gjwepau4","33","images/D52.png","HardSoft","Soft"
"00gjwepau4","-55","images/D76.png","HardSoft","Soft"
"00gjwepau4","68","images/D106.png","HardSoft","Soft"
"00gjwepau4","78","images/D17.png","HardSoft","Soft"
"00gjwepau4","-90","images/D84.png","HardSoft","Soft"
"00gjwepau4","88","images/D16.png","HardSoft","Soft"
"00gjwepau4","2","images/D111.png","HardSoft","Soft"
"00gjwepau4","58","images/D51.png","HardSoft","Soft"
"00gjwepau4","-152","images/D87.png","HardSoft","Soft"
"00gjwepau4","2","images/D48.png","HardSoft","Soft"
"00gjwepau4","47","images/D47.png","HardSoft","Soft"
"00gjwepau4","78","images/D104.png","HardSoft","Soft"
"00gjwepau4","-62","images/D35.png","HardSoft","Soft"
"00gjwepau4","0","images/D8.png","HardSoft","Soft"
"00gjwepau4","90","images/D11.png","HardSoft","Soft"
"00gjwepau4","199","images/D37.png","HardSoft","Soft"
"00gjwepau4","66","images/D102.png","HardSoft","Soft"
"00gjwepau4","70","images/D19.png","HardSoft","Soft"
"00gjwepau4","-77","images/D24.png","HardSoft","Soft"
"00gjwepau4","78","images/D85.png","HardSoft","Soft"
"00gjwepau4","-150","images/D4.png","HardSoft","Soft"
"00gjwepau4","76","images/D77.png","HardSoft","Soft"
"00gjwepau4","66","images/D82.png","HardSoft","Soft"
"00gjwepau4","82","images/D101.png","HardSoft","Soft"
"00gjwepau4","82","images/D83.png","HardSoft","Soft"
"00gjwepau4","82","images/D53.png","HardSoft","Soft"
"00gjwepau4","-200","images/D95.png","HardSoft","Soft"
"00gjwepau4","82","images/D105.png","HardSoft","Soft"
"00gjwepau4","-71","images/D22.png","HardSoft","Soft"
"00gjwepau4","-200","images/D26.png","HardSoft","Soft"
"00gjwepau4","-200","images/D96.png","HardSoft","Soft"
"00gjwepau4","-130","images/D32.png","HardSoft","Soft"
"00gjwepau4","-60","images/D3.png","HardSoft","Soft"
"00gjwepau4","-86","images/D20.png","HardSoft","Soft"
"00gjwepau4","89","images/D81.png","HardSoft","Soft"
"00gjwepau4","-66","images/D56.png","HardSoft","Soft"
"00gjwepau4","-58","images/D65.png","HardSoft","Soft"
"00gjwepau4","86","images/D66.png","RoughSmooth","Rough"
"00gjwepau4","-83","images/D80.png","RoughSmooth","Rough"
"00gjwepau4","133","images/D74.png","RoughSmooth","Rough"
"00gjwepau4","190","images/D25.png","RoughSmooth","Rough"
"00gjwepau4","200","images/D64.png","RoughSmooth","Rough"
"00gjwepau4","136","images/D75.png","RoughSmooth","Rough"
"00gjwepau4","70","images/D1.png","RoughSmooth","Rough"
"00gjwepau4","95","images/D68.png","RoughSmooth","Rough"
"00gjwepau4","-96","images/D21.png","RoughSmooth","Rough"
"00gjwepau4","-73","images/D6.png","RoughSmooth","Rough"
"00gjwepau4","-45","images/D79.png","RoughSmooth","Rough"
"00gjwepau4","-74","images/D14.png","RoughSmooth","Rough"
"00gjwepau4","91","images/D36.png","RoughSmooth","Rough"
"00gjwepau4","140","images/D18.png","RoughSmooth","Rough"
"00gjwepau4","87","images/D9.png","RoughSmooth","Rough"
"00gjwepau4","146","images/D92.png","RoughSmooth","Rough"
"00gjwepau4","186","images/D94.png","RoughSmooth","Rough"
"00gjwepau4","170","images/D57.png","RoughSmooth","Rough"
"00gjwepau4","67","images/D49.png","RoughSmooth","Rough"
"00gjwepau4","66","images/D78.png","RoughSmooth","Rough"
"00gjwepau4","58","images/D103.png","RoughSmooth","Rough"
"00gjwepau4","79","images/D55.png","RoughSmooth","Rough"
"00gjwepau4","74","images/D34.png","RoughSmooth","Rough"
"00gjwepau4","156","images/D29.png","RoughSmooth","Rough"
"00gjwepau4","-58","images/D46.png","RoughSmooth","Rough"
"00gjwepau4","35","images/D52.png","RoughSmooth","Rough"
"00gjwepau4","-30","images/D76.png","RoughSmooth","Rough"
"00gjwepau4","69","images/D106.png","RoughSmooth","Rough"
"00gjwepau4","94","images/D17.png","RoughSmooth","Rough"
"00gjwepau4","150","images/D84.png","RoughSmooth","Rough"
"00gjwepau4","-34","images/D16.png","RoughSmooth","Rough"
"00gjwepau4","-43","images/D111.png","RoughSmooth","Rough"
"00gjwepau4","-62","images/D51.png","RoughSmooth","Rough"
"00gjwepau4","149","images/D87.png","RoughSmooth","Rough"
"00gjwepau4","-45","images/D48.png","RoughSmooth","Rough"
"00gjwepau4","-41","images/D47.png","RoughSmooth","Rough"
"00gjwepau4","33","images/D104.png","RoughSmooth","Rough"
"00gjwepau4","44","images/D35.png","RoughSmooth","Rough"
"00gjwepau4","-32","images/D8.png","RoughSmooth","Rough"
"00gjwepau4","21","images/D11.png","RoughSmooth","Rough"
"00gjwepau4","-55","images/D37.png","RoughSmooth","Rough"
"00gjwepau4","-68","images/D102.png","RoughSmooth","Rough"
"00gjwepau4","78","images/D19.png","RoughSmooth","Rough"
"00gjwepau4","71","images/D24.png","RoughSmooth","Rough"
"00gjwepau4","-60","images/D85.png","RoughSmooth","Rough"
"00gjwepau4","142","images/D4.png","RoughSmooth","Rough"
"00gjwepau4","64","images/D77.png","RoughSmooth","Rough"
"00gjwepau4","58","images/D82.png","RoughSmooth","Rough"
"00gjwepau4","61","images/D101.png","RoughSmooth","Rough"
"00gjwepau4","53","images/D83.png","RoughSmooth","Rough"
"00gjwepau4","53","images/D53.png","RoughSmooth","Rough"
"00gjwepau4","200","images/D95.png","RoughSmooth","Rough"
"00gjwepau4","-39","images/D105.png","RoughSmooth","Rough"
"00gjwepau4","47","images/D22.png","RoughSmooth","Rough"
"00gjwepau4","200","images/D26.png","RoughSmooth","Rough"
"00gjwepau4","200","images/D96.png","RoughSmooth","Rough"
"00gjwepau4","131","images/D32.png","RoughSmooth","Rough"
"00gjwepau4","78","images/D3.png","RoughSmooth","Rough"
"00gjwepau4","78","images/D20.png","RoughSmooth","Rough"
"00gjwepau4","77","images/D81.png","RoughSmooth","Rough"
"00gjwepau4","109","images/D56.png","RoughSmooth","Rough"
"00gjwepau4","89","images/D65.png","RoughSmooth","Rough"
"00gjwepau4","-85","images/D96.png","RandomNon-Random","Random"
"00gjwepau4","-82","images/D8.png","RandomNon-Random","Random"
"00gjwepau4","77","images/D11.png","RandomNon-Random","Random"
"00gjwepau4","82","images/D35.png","RandomNon-Random","Random"
"00gjwepau4","94","images/D103.png","RandomNon-Random","Random"
"00gjwepau4","76","images/D81.png","RandomNon-Random","Random"
"00gjwepau4","76","images/D77.png","RandomNon-Random","Random"
"00gjwepau4","114","images/D106.png","RandomNon-Random","Random"
"00gjwepau4","114","images/D57.png","RandomNon-Random","Random"
"00gjwepau4","118","images/D49.png","RandomNon-Random","Random"
"00gjwepau4","118","images/D92.png","RandomNon-Random","Random"
"00gjwepau4","-102","images/D22.png","RandomNon-Random","Random"
"00gjwepau4","109","images/D17.png","RandomNon-Random","Random"
"00gjwepau4","-86","images/D104.png","RandomNon-Random","Random"
"00gjwepau4","74","images/D78.png","RandomNon-Random","Random"
"00gjwepau4","-61","images/D111.png","RandomNon-Random","Random"
"00gjwepau4","78","images/D68.png","RandomNon-Random","Random"
"00gjwepau4","83","images/D19.png","RandomNon-Random","Random"
"00gjwepau4","126","images/D9.png","RandomNon-Random","Random"
"00gjwepau4","126","images/D16.png","RandomNon-Random","Random"
"00gjwepau4","126","images/D21.png","RandomNon-Random","Random"
"00gjwepau4","-73","images/D18.png","RandomNon-Random","Random"
"00gjwepau4","-73","images/D65.png","RandomNon-Random","Random"
"00gjwepau4","-97","images/D37.png","RandomNon-Random","Random"
"00gjwepau4","-120","images/D74.png","RandomNon-Random","Random"
"00gjwepau4","93","images/D14.png","RandomNon-Random","Random"
"00gjwepau4","-122","images/D94.png","RandomNon-Random","Random"
"00gjwepau4","-63","images/D80.png","RandomNon-Random","Random"
"00gjwepau4","-109","images/D25.png","RandomNon-Random","Random"
"00gjwepau4","96","images/D84.png","RandomNon-Random","Random"
"00gjwepau4","97","images/D64.png","RandomNon-Random","Random"
"00gjwepau4","116","images/D56.png","RandomNon-Random","Random"
"00gjwepau4","-103","images/D47.png","RandomNon-Random","Random"
"00gjwepau4","-103","images/D46.png","RandomNon-Random","Random"
"00gjwepau4","-102","images/D51.png","RandomNon-Random","Random"
"00gjwepau4","95","images/D66.png","RandomNon-Random","Random"
"00gjwepau4","-110","images/D20.png","RandomNon-Random","Random"
"00gjwepau4","-86","images/D24.png","RandomNon-Random","Random"
"00gjwepau4","-86","images/D101.png","RandomNon-Random","Random"
"00gjwepau4","-78","images/D3.png","RandomNon-Random","Random"
"00gjwepau4","-102","images/D26.png","RandomNon-Random","Random"
"00gjwepau4","78","images/D4.png","RandomNon-Random","Random"
"00gjwepau4","-106","images/D1.png","RandomNon-Random","Random"
"00gjwepau4","111","images/D32.png","RandomNon-Random","Random"
"00gjwepau4","106","images/D36.png","RandomNon-Random","Random"
"00gjwepau4","114","images/D79.png","RandomNon-Random","Random"
"00gjwepau4","114","images/D105.png","RandomNon-Random","Random"
"00gjwepau4","-104","images/D53.png","RandomNon-Random","Random"
"00gjwepau4","114","images/D87.png","RandomNon-Random","Random"
"00gjwepau4","111","images/D52.png","RandomNon-Random","Random"
"00gjwepau4","-110","images/D48.png","RandomNon-Random","Random"
"00gjwepau4","-98","images/D34.png","RandomNon-Random","Random"
"00gjwepau4","106","images/D76.png","RandomNon-Random","Random"
"00gjwepau4","116","images/D29.png","RandomNon-Random","Random"
"00gjwepau4","115","images/D82.png","RandomNon-Random","Random"
"00gjwepau4","110","images/D55.png","RandomNon-Random","Random"
"00gjwepau4","-118","images/D83.png","RandomNon-Random","Random"
"00gjwepau4","95","images/D6.png","RandomNon-Random","Random"
"00gjwepau4","-129","images/D85.png","RandomNon-Random","Random"
"00gjwepau4","-90","images/D75.png","RandomNon-Random","Random"
"00gjwepau4","-109","images/D95.png","RandomNon-Random","Random"
"00gjwepau4","-135","images/D102.png","RandomNon-Random","Random"
"0nv2u1py28","-200","images/D94.png","HardSoft","Soft"
"0nv2u1py28","59","images/D46.png","HardSoft","Soft"
"0nv2u1py28","-60","images/D14.png","HardSoft","Soft"
"0nv2u1py28","-49","images/D83.png","HardSoft","Soft"
"0nv2u1py28","41","images/D111.png","HardSoft","Soft"
"0nv2u1py28","-108","images/D1.png","HardSoft","Soft"
"0nv2u1py28","34","images/D74.png","HardSoft","Soft"
"0nv2u1py28","-63","images/D102.png","HardSoft","Soft"
"0nv2u1py28","106","images/D6.png","HardSoft","Soft"
"0nv2u1py28","128","images/D22.png","HardSoft","Soft"
"0nv2u1py28","73","images/D20.png","HardSoft","Soft"
"0nv2u1py28","93","images/D32.png","HardSoft","Soft"
"0nv2u1py28","86","images/D36.png","HardSoft","Soft"
"0nv2u1py28","76","images/D104.png","HardSoft","Soft"
"0nv2u1py28","90","images/D17.png","HardSoft","Soft"
"0nv2u1py28","87","images/D76.png","HardSoft","Soft"
"0nv2u1py28","-24","images/D24.png","HardSoft","Soft"
"0nv2u1py28","74","images/D35.png","HardSoft","Soft"
"0nv2u1py28","39","images/D55.png","HardSoft","Soft"
"0nv2u1py28","25","images/D78.png","HardSoft","Soft"
"0nv2u1py28","66","images/D103.png","HardSoft","Soft"
"0nv2u1py28","90","images/D29.png","HardSoft","Soft"
"0nv2u1py28","90","images/D47.png","HardSoft","Soft"
"0nv2u1py28","93","images/D8.png","HardSoft","Soft"
"0nv2u1py28","49","images/D9.png","HardSoft","Soft"
"0nv2u1py28","-107","images/D68.png","HardSoft","Soft"
"0nv2u1py28","39","images/D4.png","HardSoft","Soft"
"0nv2u1py28","50","images/D75.png","HardSoft","Soft"
"0nv2u1py28","102","images/D81.png","HardSoft","Soft"
"0nv2u1py28","-46","images/D16.png","HardSoft","Soft"
"0nv2u1py28","-79","images/D21.png","HardSoft","Soft"
"0nv2u1py28","87","images/D92.png","HardSoft","Soft"
"0nv2u1py28","87","images/D64.png","HardSoft","Soft"
"0nv2u1py28","87","images/D18.png","HardSoft","Soft"
"0nv2u1py28","-62","images/D19.png","HardSoft","Soft"
"0nv2u1py28","-50","images/D84.png","HardSoft","Soft"
"0nv2u1py28","-50","images/D3.png","HardSoft","Soft"
"0nv2u1py28","-67","images/D49.png","HardSoft","Soft"
"0nv2u1py28","-119","images/D82.png","HardSoft","Soft"
"0nv2u1py28","38","images/D51.png","HardSoft","Soft"
"0nv2u1py28","-198","images/D25.png","HardSoft","Soft"
"0nv2u1py28","-198","images/D96.png","HardSoft","Soft"
"0nv2u1py28","14","images/D48.png","HardSoft","Soft"
"0nv2u1py28","-198","images/D95.png","HardSoft","Soft"
"0nv2u1py28","78","images/D37.png","HardSoft","Soft"
"0nv2u1py28","66","images/D52.png","HardSoft","Soft"
"0nv2u1py28","-137","images/D105.png","HardSoft","Soft"
"0nv2u1py28","-106","images/D26.png","HardSoft","Soft"
"0nv2u1py28","170","images/D87.png","HardSoft","Soft"
"0nv2u1py28","92","images/D56.png","HardSoft","Soft"
"0nv2u1py28","76","images/D65.png","HardSoft","Soft"
"0nv2u1py28","-108","images/D106.png","HardSoft","Soft"
"0nv2u1py28","69","images/D34.png","HardSoft","Soft"
"0nv2u1py28","-106","images/D11.png","HardSoft","Soft"
"0nv2u1py28","-113","images/D57.png","HardSoft","Soft"
"0nv2u1py28","-105","images/D85.png","HardSoft","Soft"
"0nv2u1py28","-105","images/D66.png","HardSoft","Soft"
"0nv2u1py28","80","images/D53.png","HardSoft","Soft"
"0nv2u1py28","-70","images/D101.png","HardSoft","Soft"
"0nv2u1py28","62","images/D80.png","HardSoft","Soft"
"0nv2u1py28","-129","images/D79.png","HardSoft","Soft"
"0nv2u1py28","71","images/D77.png","HardSoft","Soft"
"0nv2u1py28","110","images/D103.png","RandomNon-Random","Random"
"0nv2u1py28","94","images/D66.png","RandomNon-Random","Random"
"0nv2u1py28","70","images/D87.png","RandomNon-Random","Random"
"0nv2u1py28","99","images/D76.png","RandomNon-Random","Random"
"0nv2u1py28","-42","images/D18.png","RandomNon-Random","Random"
"0nv2u1py28","-42","images/D36.png","RandomNon-Random","Random"
"0nv2u1py28","-117","images/D95.png","RandomNon-Random","Random"
